	Acceleration	Available from	Braking	Default Radio Stations	Discounted Price	Drive Train	Game Edition	Gears	Handling	Manufacturer	Mass / Weight	Notes	Overall	Purchase Price	Release Date	Seats	Sell	Sell Price - Resale	Sell Price - Stolen	Speed	Storage Location	Title Update	Top Speed	Variants	Vehicle Class	Vehicle Features
dewbauchee-seven-70.html	83.75	Legendary Motorsport	33.33			RWD	GTA Online - Next Gen	6	77.58	Dewbauchee	1650		69.99	695000	July 5, 2016	2	Can be sold only if purchased (High-End)	417000		85.31	Garage (Personal Vehicle)	1.34 Further Adventures in Finance and Felony	159		Sports	
dewbauchee-specter-custom.html	82.50	Benny's Original Motor Works	36.67			RWD	GTA Online - Next Gen	6	85.86	Dewbauchee	1450	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	72.08	252000	January 17, 2017	2	Can be sold only if purchased (High-End)	151200		83.27	Garage (Personal Vehicle)	1.37 Import/Export	155		Sports	Custom Vehicle
dewbauchee-specter.html	80.00	Benny's Original Motor Works	33.33			RWD	GTA Online - Next Gen	6	79.39	Dewbauchee	1550		68.97	599000	January 17, 2017	2	Can be sold only if purchased (High-End)	359400		83.17	Garage (Personal Vehicle)	1.37 Import/Export	155		Sports	
dilettante-patrol.html	25.00	Cannot be acquired	20.00			FWD	All Editions	1	53.33	Karin	1400		42.02		September 17, 2013	4	Cannot be sold			69.75	Cannot be stored	1.01 Game Launch	130		Compacts	Electric Vehicle
dinka-akuma.html	100.00	Southern S.A. Super Autos	40.00			RWD	All Editions	5	65.15	Dinka	250		70.74	9000	September 17, 2013	2	Can be sold only if purchased (High-End)	5400		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Motorcycles	
dinka-blista-compact.html	57.50	Southern S.A. Super Autos	18.33	FlyLo FM, Soulwax FM		FWD	Next Gen, RP Bonus	5	63.64	Dinka	1050	FREE for Returning Players	52.57	42000	November 18, 2014	2	Can be sold only if purchased (High-End)	25200		70.82	Garage (Personal Vehicle)	1.18 Next Gen Release	132		Sports	
dinka-blista-go-go-monkey.html	57.50	Bonus Reward, Southern S.A. Super Autos	18.33			FWD	Story Mode, GTA Online - Next Gen, RP Bonus	5	63.64	Dinka	1050	FREE Special Vehicle exclusive to Returning Players, given as a Reward in Story Mode after photographing all fifty Monkey Mosaics.	52.57		November 18, 2014	2	Cannot be sold			70.82	Pegasus Vehicle	1.18 Next Gen Release	132		Sports	
dinka-blista.html	57.50	Can be stolen / found	20.00	Non-Stop-Pop FM		FWD	All Editions	5	62.12	Dinka	1200		53.01		September 17, 2013	2	Can be sold only if stolen		1600	72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		Compacts	
dinka-double-t.html	77.50	Southern S.A. Super Autos	46.67	FlyLo FM, Soulwax FM		RWD	All Editions	5	66.06	Dinka	200		67.28	12000	September 17, 2013	2	Can be sold only if purchased (High-End)	7200		78.87	Garage (Personal Vehicle)	1.01 Game Launch	147		Motorcycles	
dinka-enduro.html	72.50	Southern S.A. Super Autos	36.67			RWD	GTA Online - All Platforms	4	65.45	Dinka	220		59.62	48000	March 10, 2015	2	Can be sold only if purchased (High-End)	28800		63.85	Garage (Personal Vehicle)	1.21 Heists DLC	119		Motorcycles	
dinka-jester-classic.html	80.00	Legendary Motorsport	31.67			RWD	GTA Online - Next Gen	5	78.03	Dinka	1600		68.35	790000	July 24, 2018	2	Can be sold only if purchased (High-End)	474000		83.70	Garage (Personal Vehicle)	1.44 After Hours	156		Sports Classic	
dinka-jester-racecar.html	77.50	Southern S.A. Super Autos	31.67	Channel X		AWD	All Editions	6	77.88	Dinka	1300		67.96	350000	December 18, 2014	2	Can be sold only if purchased (High-End)	210000		84.78	Garage (Personal Vehicle)	1.19 Festive Surprise 2014	158		Sports	
dinka-jester.html	75.00	Legendary Motorsport	31.67	Space 103.2, The Lowdown 91.1		AWD	All Editions	6	77.27	Dinka	1300		67.18	240000	March 4, 2014	2	Can be sold only if purchased (High-End)	144000		84.78	Garage (Personal Vehicle)	1.11 Business	158		Sports	
dinka-marquis.html	14.71	DockTease					All Editions		100.00	Dinka	12200		44.41	413990	September 17, 2013	4	Cannot be sold			18.52	Pegasus Vehicle	1.01 Game Launch	30		Boats	
dinka-thrust.html	66.25	Legendary Motorsport	50.00			RWD	All Editions	6	60.00	Dinka	270		64.45	75000	May 13, 2014	2	Can be sold only if purchased (High-End)	45000		81.56	Garage (Personal Vehicle)	1.13 High Life	152		Motorcycles	
dinka-vindicator.html	66.25	Legendary Motorsport	50.00			RWD	All Editions	6	60.00	Dinka	280		64.45	630000	July 8, 2015	2	Can be sold only if purchased (High-End)	378000		81.56	Garage (Personal Vehicle)	1.28 Ill-Gotten Gains Part 2	148		Motorcycles	KERS Special System
dominator-arena.html	93.75	ArenaWar.tv	26.67			RWD	GTA Online - Next Gen	5	71.21	Vapid	1550	Obtained by upgrading the Dominator vehicle stock model to a custom variant at the Arena Workshop	68.03	1075400	December 11, 2018	2	Can be sold only if purchased (High-End)	645240		80.48	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	150	Apocalypse Dominator; Future Shock Dominator; Nightmare Dominator	Muscle	Custom Vehicle, Armed Vehicle, Arena Contender
drafter-8f.html	85.50	Legendary Motorsport	33.33				GTA Online - Next Gen		81.67	Obey			70.25	718000	July 23, 2019	2	Can be sold only if purchased (High-End)	430800		80.48	Garage (Personal Vehicle)	1.47 Diamond Casino & Resort			Sports	
dundreary-landstalker.html	45.00	Can be stolen / found, Southern S.A. Super Autos	26.67	FlyLo FM, Soulwax FM		AWD	All Editions	5	63.64	Dundreary	2400		51.93	58000	September 17, 2013	4	Can be sold if purchased or stolen	34800	5800	72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		SUVs	
dundreary-regina.html	35.00	Can be stolen / found, Southern S.A. Super Autos	20.00	Rebel Radio		RWD	All Editions	4	57.58	Dundreary	1900		44.24	8000	September 17, 2013	4	Can be sold if purchased or stolen	4800	800	64.39	Garage (Personal Vehicle)	1.01 Game Launch	120		Sedans	
dundreary-stretch.html	42.50	Southern S.A. Super Autos	26.67	Space 103.2, The Lowdown 91.1		RWD	All Editions	5	56.06	Dundreary	2400		49.42	30000	September 17, 2013	6	Cannot be sold			72.43	Pegasus Vehicle	1.01 Game Launch	135		Sedans	
dundreary-virgo-classic-custom.html	52.50	Benny's Original Motor Works	23.33			RWD	GTA Online - Next Gen	5	62.12	Dundreary	2300	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	52.46	240000	March 15, 2016	2	Can be sold only if purchased (High-End)	144000		71.90	Garage (Personal Vehicle)	1.33 Lowriders: Custom Classics	134		Muscle	Custom Vehicle
dundreary-virgo-classic.html	52.75	Benny's Original Motor Works	24.00	Rebel Radio, The Blue Ark		RWD	GTA Online - Next Gen	5	63.64	Dundreary	2200		53.07	165000	March 15, 2016	2	Can be sold only if purchased (High-End)	99000		71.90	Garage (Personal Vehicle)	1.33 Lowriders: Custom Classics	134		Muscle	
emperor-etr1.html	82.50	Legendary Motorsport	33.33			RWD	GTA Online - Next Gen	6	88.73	Emperor	1400		72.40	1995000	July 12, 2016	2	Can be sold only if purchased (High-End)	1197000		85.04	Garage (Personal Vehicle)	1.35 Cunning Stunts	159		Super	
emperor-habanero.html	45.00	Can be stolen / found, Southern S.A. Super Autos	8.33	Space 103.2, The Lowdown 91.1		AWD	All Editions	5	63.64	Emperor	2400	Previously only stealable, it was made also available for purchase in GTA Online on September 11, 2018	47.62	42000	September 17, 2013	4	Can be sold if purchased or stolen	25200	4200	73.51	Garage (Personal Vehicle)	1.01 Game Launch	137		SUVs	
endurex-race-bike.html	16.88	Can be stolen / found, Pedal and Metal Cycles	41.67			RWD	All Editions		28.03		110		30.09	10000	September 17, 2013	1	Cannot be sold			33.80	Garage (Personal Vehicle)	1.01 Game Launch	63		Cycles	
enus-cognoscenti-55-armored.html	65.00	Legendary Motorsport	18.33			RWD	GTA Online - Next Gen	5	66.67	Enus	2600		56.95	396000	December 15, 2015	4	Can be sold only if purchased (High-End)	237600		77.80	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	145		Sedans	Armored Vehicle
enus-cognoscenti-55.html	66.25	Legendary Motorsport	19.00			RWD	GTA Online - Next Gen	5	66.25	Enus	2500		57.32	154000	December 15, 2015	4	Can be sold only if purchased (High-End)	92400		77.80	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	145		Sedans	
enus-cognoscenti-armored.html	63.75	Legendary Motorsport	17.33			RWD	GTA Online - Next Gen	5	63.64	Enus	2800		54.96	558000	December 15, 2015	4	Can be sold only if purchased (High-End)	334800		75.12	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	140		Sedans	Armored Vehicle
enus-cognoscenti-cabrio.html	65.00	Legendary Motorsport	20.00	FlyLo FM, Soulwax FM		RWD	All Editions	5	69.70	Enus	2100		58.12	185000	September 17, 2013	2	Can be sold only if purchased (High-End)	111000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Coupes	Convertible (Hard-top)
enus-cognoscenti.html	65.00	Legendary Motorsport	18.33	Worldwide FM		RWD	GTA Online - Next Gen	5	63.64	Enus	2700		55.52	254000	December 15, 2015	4	Can be sold only if purchased (High-End)	152400		75.12	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	140		Sedans	
enus-huntley-s.html	66.25	Legendary Motorsport	18.33	Radio Los Santos, The Lab, West Coast Classics		AWD	All Editions, C. E. Starter Pack	6	63.64	Enus	2500	FREE by purchasing the Criminal Enterprise Starter Pack.	55.30	195000	May 13, 2014	4	Can be sold only if purchased (High-End)	117000		72.97	Garage (Personal Vehicle)	1.13 High Life	136		SUVs	
enus-super-diamond.html	65.00	Legendary Motorsport	20.00	Space 103.2, The Lowdown 91.1		RWD	All Editions	5	63.64	Enus	2800		56.61	250000	September 17, 2013	4	Can be sold only if purchased (High-End)	150000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sedans	
enus-windsor-drop.html	69.75	Legendary Motorsport	23.33			RWD	GTA Online - Next Gen	5	66.67	Enus	3000		60.06	900000	June 7, 2016	4	Can be sold only if purchased (High-End)	540000		80.48	Garage (Personal Vehicle)	1.34 Further Adventures in Finance and Felony	150		Coupes	Convertible (Soft-top)
enus-windsor.html	70.00	Legendary Motorsport	23.33	Worldwide FM		RWD	All Editions, C. E. Starter Pack	5	66.67	Enus	2800	FREE by purchasing the Criminal Enterprise Starter Pack.	60.12	845000	June 10, 2015	2	Can be sold only if purchased (High-End)	507000		80.48	Garage (Personal Vehicle)	1.27 Ill-Gotten Gains Part 1	150		Coupes	
fathom-fq-2.html	45.00	Can be stolen / found, Southern S.A. Super Autos	8.33	Worldwide FM		AWD	All Editions	5	60.61	Fathom	2400	Previously only stealable, it was made also available for purchase in GTA Online on September 11, 2018	46.59	50000	September 17, 2013	4	Can be sold if purchased or stolen	30000	5000	72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		SUVs	
festival-bus.html	27.50	Southern S.A. Super Autos	8.33		1385000	RWD	GTA Online - Next Gen	4	34.85		8000	"*The discounted SecuroServ Trade Price becomes available after the player has completed the ""Collect Equipment Set Up"" mission for their Nightclub as a VIP, CEO or MC President."	29.74	1842050	July 24, 2018	11	Cannot be sold			48.29	Pegasus Vehicle	1.44 After Hours	90		Service	
fh-1-hunter.html	100.00	Warstock Cache & Carry			3100000		GTA Online - Next Gen		97.23		6000	*The discounted SecuroServ Trade Price becomes available after the player has completed 42 Air Freight Cargo Missions.	91.33	4123000	November 21, 2017	2	Can be sold only if purchased (High-End)	2473800		76.75	Hangar (Personal Aircraft)	1.41 Smuggler's Run	160		Helicopters	Armed Vehicle
fixter.html	16.88	Cannot be acquired	6.67			RWD	Story Mode		28.03		110		21.34		September 17, 2013	1	Cannot be sold			33.80	Cannot be stored	1.01 Game Launch	63		Cycles	
freecrawler.html	60.00	Legendary Motorsport	10.00			AWD	GTA Online - Next Gen	4	62.12	Canis	2000		51.14	597000	September 4, 2018	4	Can be sold only if purchased (High-End)	358200		72.43	Garage (Personal Vehicle)	1.44 After Hours	135		Off-Road	
freight-train.html		Cannot be acquired				RWD	Uncontrollable, Mission Only	4			25084				September 17, 2013		Cannot be sold				Cannot be stored	1.01 Game Launch	80		Service	
gallivanter-baller-ii.html	67.50	Can be stolen / found, Southern S.A. Super Autos	20.00	Radio Los Santos, The Lab, West Coast Classics		AWD	All Editions	5	60.61	Gallivanter	2200		55.14	90000	September 17, 2013	4	Can be sold if purchased or stolen	54000	9000	72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		SUVs	
gallivanter-baller-le-armored.html	67.50	Legendary Motorsport	19.33			AWD	GTA Online - Next Gen	5	60.61	Gallivanter	2275		54.97	374000	December 15, 2015	4	Can be sold only if purchased (High-End)	224400		72.43	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	135		SUVs	Armored Vehicle
gallivanter-baller-le-lwb-armored.html	66.25	Legendary Motorsport	18.33			AWD	GTA Online - Next Gen	5	60.61	Gallivanter	2550		54.41	513000	December 15, 2015	4	Can be sold only if purchased (High-End)	307800		72.43	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	135		SUVs	Armored Vehicle
gallivanter-baller-le-lwb.html	67.50	Legendary Motorsport	19.00			AWD	GTA Online - Next Gen	5	60.61	Gallivanter	2450		54.89	247000	December 15, 2015	4	Can be sold only if purchased (High-End)	148200		72.43	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	135		SUVs	
gallivanter-baller-le.html	68.75	Legendary Motorsport	20.00	West Coast Classics		AWD	GTA Online - Next Gen	5	60.61	Gallivanter	2175		55.45	149000	December 15, 2015	4	Can be sold only if purchased (High-End)	89400		72.43	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	135		SUVs	
gallivanter-baller.html	52.50	Can be stolen / found	20.00	Radio Los Santos, The Lab, West Coast Classics		AWD	All Editions	5	57.58	Gallivanter	2400		49.96		September 17, 2013	4	Can be sold only if stolen		9000	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Off-Road, SUVs	
gauntlet-classic.html	70.00	Southern S.A. Super Autos	30.00				GTA Online - Next Gen		75.76	Bravado			62.99	615000	August 8, 2019	2	Can be sold only if purchased (High-End)	369000		76.19	Garage (Personal Vehicle)	1.47 Diamond Casino & Resort			Muscle	
grotti-bestia-gts.html	80.00	Legendary Motorsport	33.33			AWD	GTA Online - Next Gen	6	73.33	Grotti	1800		67.46	610000	June 7, 2016	2	Can be sold only if purchased (High-End)	366000		83.17	Garage (Personal Vehicle)	1.34 Further Adventures in Finance and Felony	155		Sports	
grotti-brioso-r-a.html	72.50	Southern S.A. Super Autos	20.00			AWD	GTA Online - Next Gen	6	69.70	Grotti	850		58.66	155000	July 12, 2016	2	Can be sold only if purchased (High-End)	93000		72.43	Garage (Personal Vehicle)	1.35 Cunning Stunts	135	Atomic Livery; Sprunk Livery	Compacts	
grotti-carbonizzare.html	87.50	Legendary Motorsport	26.67	Radio Los Santos, The Lab, West Coast Classics		RWD	All Editions	6	72.12	Grotti	1600		67.77	195000	September 17, 2013	2	Can be sold only if purchased (High-End)	117000		84.78	Garage (Personal Vehicle)	1.01 Game Launch	158		Sports	Convertible (Hard-top)
grotti-cheetah-classic.html	75.00	Legendary Motorsport	26.67			RWD	GTA Online - Next Gen	5	80.30	Grotti	1500		65.88	865000	July 11, 2017	2	Can be sold only if purchased (High-End)	519000		81.56	Garage (Personal Vehicle)	1.40 Gunrunning Pack	152		Sports Classic	
grotti-cheetah.html	80.00	Legendary Motorsport	26.67	Non-Stop-Pop FM		RWD	All Editions	6	80.30	Grotti	1400		67.27	650000	September 17, 2013	2	Can be sold only if purchased (High-End)	390000		82.09	Garage (Personal Vehicle)	1.01 Game Launch	153		Super	
grotti-gt500.html	72.50	Legendary Motorsport	25.67			RWD	GTA Online - Next Gen	5	66.67	Grotti	800		60.01	785000	January 16, 2018	2	Can be sold only if purchased (High-End)	471000		75.22	Garage (Personal Vehicle)	1.42 The Doomsday Heist	140		Sports Classic	
grotti-stinger-gt.html	65.00	Legendary Motorsport	20.00	FlyLo FM, Soulwax FM		RWD	All Editions	5	65.15	Grotti	1100		56.99	875000	September 17, 2013	2	Can be sold only if purchased (High-End)	525000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sports Classic	
grotti-stinger-topless.html	65.00	Legendary Motorsport	20.00	Worldwide FM		RWD	All Editions	5	65.15	Grotti	1100		56.99	850000	September 17, 2013	2	Can be sold only if purchased (High-End)	510000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sports Classic	
grotti-stinger.html	65.00	Legendary Motorsport	20.00	Worldwide FM		RWD	All Editions	5	65.15	Grotti	1100		56.99	850000	September 17, 2013	2	Can be sold only if purchased (High-End)	510000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sports Classic	
grotti-turismo-classic.html	85.00	Legendary Motorsport	16.67			RWD	GTA Online - Next Gen	6	80.30	Grotti	1100		65.95	705000	April 4, 2017	2	Can be sold only if purchased (High-End)	423000		81.82	Garage (Personal Vehicle)	1.38 Special Vehicle Circuit	153		Sports Classic	
grotti-turismo-r.html	88.25	Legendary Motorsport	40.00	Radio Los Santos, The Lab, West Coast Classics		RWD	All Editions, C. E. Starter Pack	6	80.00	Grotti	1350	FREE by purchasing the Criminal Enterprise Starter Pack.	72.85	500000	March 4, 2014	2	Can be sold only if purchased (High-End)	300000		83.17	Garage (Personal Vehicle)	1.11 Business	155		Super	
grotti-vigilante.html	65.00	Warstock Cache & Carry	20.00			RWD	GTA Online - Next Gen	6	63.64	Grotti	7500		55.27	3750000	October 27, 2017	2	Can be sold only if purchased (High-End)	2250000		72.43	Garage (Personal Vehicle)	1.41 Smuggler's Run	160		Super	Weaponized Vehicle, Special Vehicle, Armed Vehicle
grotti-visione.html	92.50	Legendary Motorsport	37.33			RWD	GTA Online - Next Gen	6	91.69	Grotti	1400		76.96	2250000	August 29, 2017	2	Can be sold only if purchased (High-End)	1350000		86.33	Garage (Personal Vehicle)	1.41 Smuggler's Run	160		Super	
grotti-x80-proto.html	93.75	Legendary Motorsport	36.67			AWD	GTA Online - Next Gen	6	81.82	Grotti	900		74.39	2700000	June 21, 2016	2	Can be sold only if purchased (High-End)	1620000		85.31	Garage (Personal Vehicle)	1.34 Further Adventures in Finance and Felony	161		Super	
hauler-custom.html	80.00	Warstock Cache & Carry	28.33			RWD	GTA Online - Next Gen	5	59.09	JoBuilt	11000	Only available with a Mobile Operations Center. Requires a Bunker Property.	59.29	1400000	June 13, 2017	2	Cannot be sold			69.75	Bunker	1.40 Gunrunning Pack	130		Commercial	Armored Vehicle, Towing Hitch
hijak-khamelion.html	37.50	Legendary Motorsport	30.00			RWD	GTA Online - All Platforms, Collector's Edition	1	78.79	Hijak	1800	FREE for Collector's Edition owners	55.35	100000	October 1, 2013	2	Can be sold only if purchased (High-End)	60000		75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Sports	Electric Vehicle
hijak-ruston.html	81.25	Legendary Motorsport	40.00			RWD	GTA Online - Next Gen	5	81.96	Hijak	800		70.65	430000	March 21, 2017	2	Can be sold only if purchased (High-End)	258000		79.41	Garage (Personal Vehicle)	1.38 Special Vehicle Circuit	148		Sports	
hvy-airtug.html	15.00	Cannot be acquired	10.00			FWD	All Editions	1	34.85	HVY	1400		20.33		September 17, 2013	2	Cannot be sold			21.46	Cannot be stored	1.01 Game Launch	40		Utility	Electric Vehicle
hvy-apc.html	52.50	Warstock Cache & Carry	6.67		2325000	AWD	GTA Online - Next Gen	4	72.73	HVY	10600	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Mobile Operations Mission.	45.98	3092250	June 13, 2017	4	Can be sold only if purchased (High-End)	1855350		52.05	Garage (Personal Vehicle)	1.40 Gunrunning Pack	97		Military	Weaponized Vehicle, Armed Vehicle, Armored Vehicle, Towing Hitch
hvy-barracks-semi.html	57.50	Bonus Reward	33.33			RWD	All Editions	5	46.97	HVY	10000	Can be unlocked in GTA Online as Pegasus Vehicle after December 11, 2018 as an exclusive reward when reaching Sponsorship Tier 200 in Arena War.	49.21		September 17, 2013	2	Cannot be sold			59.02	Pegasus Vehicle	1.01 Game Launch	110		Military	Towing Hitch
hvy-barracks.html	27.50	Warstock Cache & Carry	10.00			RWD	All Editions	5	50.00	HVY	9000		36.63	450000	September 17, 2013	10	Cannot be sold			59.02	Pegasus Vehicle	1.01 Game Launch	110		Military	
hvy-biff.html	30.00	Cannot be acquired	10.00			RWD	All Editions	5	50.00	HVY	9000		37.26		September 17, 2013	2	Cannot be sold			59.02	Cannot be stored	1.01 Game Launch	110		Commercial	
hvy-cutter.html	40.00	Cannot be acquired	10.00			AWD	Mission Only	1	45.45	HVY	25000		29.23		September 17, 2013	1	Cannot be sold			21.46	Cannot be stored	1.01 Game Launch	40		Industrial	
hvy-dock-handler.html	35.00	Cannot be acquired	3.33			FWD	Story Mode	1	56.06	HVY	6000		26.95		September 17, 2013	1	Cannot be sold			13.41	Cannot be stored	1.01 Game Launch	25		Industrial	
hvy-docktug.html	50.00	Cannot be acquired	16.67			RWD	All Editions	5	42.42	HVY	10400		38.00		September 17, 2013	1	Cannot be sold			42.92	Cannot be stored	1.01 Game Launch	80		Utility	Towing Hitch
hvy-dozer.html	35.00	Bonus Reward	6.67			AWD	All Editions	1	33.33	HVY	20000	Can be unlocked in GTA Online as Pegasus Vehicle after December 11, 2018 as an exclusive reward when reaching Sponsorship Tier 50 in Arena War.	20.76		September 17, 2013	1	Cannot be sold			8.05	Pegasus Vehicle	1.01 Game Launch	15		Industrial	
hvy-dump.html	40.00	Warstock Cache & Carry	10.00			RWD	All Editions	4	43.94	HVY	35000		28.18	1000000	September 17, 2013	1	Cannot be sold			18.78	Pegasus Vehicle	1.01 Game Launch	43		Industrial	
hvy-forklift.html	45.00	Cannot be acquired	10.00			RWD	All Editions	1	34.85	HVY	6000		26.49		September 17, 2013	1	Cannot be sold			16.10	Cannot be stored	1.01 Game Launch	30		Utility	Electric Vehicle
hvy-insurgent-pick-up-custom.html	60.00	Warstock Cache & Carry	20.00			AWD	GTA Online - Next Gen	6	60.61	HVY	8600	Obtained by upgrading the regular vehicle to the custom variant in the Mobile Operations Center Vehicle Workshop	52.59	202500	August 1, 2017	9	Can be sold only if purchased (High-End)	121500		69.75	Garage (Personal Vehicle)	1.40 Gunrunning Pack	130		Off-Road	Custom Vehicle, Weaponized Vehicle, Armed Vehicle, Armored Vehicle, Towing Hitch
hvy-insurgent-pick-up.html	50.00	Warstock Cache & Carry	8.33		1350000	AWD	GTA Online - All Platforms	6	45.45	HVY	8600	*The discounted Price becomes available after the player has completed the related Heist Mission.	43.38	1795500	March 10, 2015	9	Cannot be sold			69.75	Pegasus Vehicle	1.21 Heists DLC	130		Off-Road	Armed Vehicle, Armored Vehicle
hvy-insurgent.html	50.00	Warstock Cache & Carry	20.00		675000	AWD	GTA Online - All Platforms	6	60.61	HVY	8600	*The discounted Price becomes available after the player has completed the related Heist Mission.	50.09	897750	March 10, 2015	6	Can be sold only if purchased (High-End)	538650		69.75	Garage (Personal Vehicle)	1.21 Heists DLC	130		Off-Road	Armored Vehicle
hvy-mixer-2.html	27.50	Cannot be acquired	10.00			RWD	All Editions	4	48.48	HVY	6000		36.25		September 17, 2013	2	Cannot be sold			59.02	Cannot be stored	1.01 Game Launch	110		Industrial	
hvy-mixer.html	27.50	Bonus Reward	10.00			RWD	All Editions	4	48.48	HVY	6000	Can be unlocked in GTA Online as Pegasus Vehicle after December 11, 2018 as an exclusive reward when reaching Sponsorship Tier 300 in Arena War.	36.25		September 17, 2013	2	Cannot be sold			59.02	Pegasus Vehicle	1.01 Game Launch	110		Industrial	
hvy-nightshark.html	67.50	Warstock Cache & Carry	25.00			AWD	GTA Online - Next Gen	6	63.64	HVY	4400		57.81	1245000	August 8, 2017	4	Can be sold only if purchased (High-End)	747000		75.12	Garage (Personal Vehicle)	1.40 Gunrunning Pack	140		Off-Road	Weaponized Vehicle, Armed Vehicle, Armored Vehicle, Towing Hitch
hvy-ripley.html	40.00	Cannot be acquired	6.67			RWD	All Editions	3	40.91	HVY	9500		31.28		September 17, 2013	2	Cannot be sold			37.56	Cannot be stored	1.01 Game Launch	70		Utility	
hvy-skylift.html	85.71	Cannot be acquired					Mission Only		72.12	HVY	10000		78.19		September 17, 2013	2	Cannot be sold			76.75	Cannot be stored	1.01 Game Launch	160		Helicopters	
impaler-arena.html	95.00	ArenaWar.tv	23.33			RWD	GTA Online - Next Gen	5	72.73	Declasse	1400	Obtained by upgrading the Impaler vehicle stock model to a custom variant at the Arena Workshop	68.56	1209500	December 11, 2018	2	Can be sold only if purchased (High-End)	725700		83.17	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	155	Apocalypse Impaler; Future Shock Impaler; Nightmare Impaler	Muscle	Custom Vehicle, Armed Vehicle, Arena Contender
impaler.html	77.50	ArenaWar.tv	20.00		249500	RWD	GTA Online - Next Gen	4	71.21	Declasse	1550		62.43	331835	December 11, 2018	2	Can be sold only if purchased (High-End)	199101		81.02	Garage (Personal Vehicle)	1.46 Arena War	151		Muscle	
imperator-arena.html	91.25	ArenaWar.tv	16.67		1718000	RWD	GTA Online - Next Gen	4	68.18	Vapid	2000	*The discounted SecuroServ Trade Price becomes available after the player has unlocked it as a sponsorship tier reward in the Arena War Career.	64.15	2284940	December 11, 2018	2	Can be sold only if purchased (High-End)	1370964		80.48	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	150	Apocalypse Imperator; Future Shock Imperator; Nightmare Imperator	Muscle	Armed Vehicle, Arena Contender
imponte-deluxo.html	56.88	Warstock Cache & Carry	23.33		3550000	RWD	GTA Online - Next Gen	4	62.12	Imponte	1600	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Doomsday Heist Mission. Requires a Facility Property. Based on the DeLorean from Back To The Future.	54.36	4721500	December 12, 2017	2	Can be sold only if purchased (High-End)	2832900		75.12	Garage (Personal Vehicle)	1.42 The Doomsday Heist	140		Sports Classic	Weaponized Vehicle, Special Vehicle, Armed Vehicle, Flying Ability
imponte-duke-o-death.html	87.50	Warstock Cache & Carry	30.00			RWD	Next Gen, Story Mode, RP Bonus	4	68.48	Imponte	5000	FREE for Returning Players	66.89	665000	November 18, 2014	2	Can be sold only if purchased (High-End)	399000		81.56	Garage (Personal Vehicle)	1.18 Next Gen Release	152		Muscle	Armored Vehicle
imponte-dukes.html	80.00	Southern S.A. Super Autos	26.67	Channel X, Los Santos Rock Radio		RWD	Next Gen, RP Bonus	5	68.18	Imponte	1600	FREE for Returning Players	63.03	62000	November 18, 2014	2	Can be sold only if purchased (High-End)	37200		77.26	Garage (Personal Vehicle)	1.18 Next Gen Release	144		Muscle	
imponte-nightshade.html	62.50	Legendary Motorsport	20.00			RWD	GTA Online - Next Gen	5	68.18	Imponte	1400		57.12	585000	December 15, 2015	2	Can be sold only if purchased (High-End)	351000		77.80	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	145		Muscle	
imponte-phoenix.html	70.00	Can be stolen / found	26.67			RWD	All Editions	5	65.15	Imponte	1700		59.90		September 17, 2013	2	Can be sold only if stolen		2000	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Muscle	
imponte-ruiner-2000.html	82.50	Warstock Cache & Carry	33.33		4320000	RWD	GTA Online - Next Gen	5	63.64	Imponte	1300	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Special Vehicle Work Mission. Requires a Vehicle Warehouse (vehicle stored in the Underground Garage).	65.26	5745600	December 13, 2016	2	Cannot be sold			81.56	Vehicle Warehouse (Special)	1.37 Import/Export	152		Muscle	Special Vehicle, Armed Vehicle
